bmi_<20,bmi_20-25,bmi_25-30,bmi_30+
AC021549.1,IP6K1,AL121832.2,SCHIP1
AL031386.1,MRPS30,LINC02380,ZFY-AS1
LINC02065,ANKRD53,AL356414.1,AC006115.2
AL020996.3,MYCL,VRK2,POLI
AC145141.2,AL445309.1,AC016717.2,LMO4
MMP8,TMEM50B,AL513548.1,AC005009.2
KRT73,ACSS2,AC116348.3,TMUB2
KRT6C,AC079305.3,ATR,LINC01748
KRT6B,GOLGA5,LINC00620,SENP1
KRT4,TBC1D25,SLF1,OXR1
AC140134.2,ECE1,ADCY7,ALMS1
USP17L8,LRRC56,AC006262.1,SH3BP5L
DEFB105A,ALKBH5,AC079210.1,TUBG2
KRT77,AC130650.1,RAE1,FAM13A
DEFB4B,AC096564.1,AC012306.3,PNMA8C
DEFA3,MARK4,ZBTB44-DT,NAA20
DEFA1B,MROH2B,AC024084.1,TCP10L
AL117382.2,SGSH,ASB16-AS1,PLSCR4
DEFA1,AC093462.1,MRPL11,AL121944.1
UGT1A10,TRPC5,NSD2,PIP5K1C
OR6C70,LINC00051,HDAC3,AC007325.2
AC026950.2,LINC02519,AP000907.2,DIO1
AC004944.1,AP1S1,AC005244.2,PCDHA4
DEFA6,BRD3OS,SMPDL3B,B4GALT3
UGT1A5,ZNF32-AS2,ADPRHL2,MED12
UGT1A6,GP2,CZIB,PUS1
UGT1A7,CACNA1C-IT3,FBXL12,AC127024.5
AC006037.1,AL591378.1,NOP10,KBTBD11
UGT1A9,AC090625.2,AC005052.2,LRRC49
AC022506.1,PAQR4,OR7G2,LINC01121
TRBJ2-2P,SUSD1,AL662884.1,THUMPD1
TRBJ2-2,AC016821.1,LINC01087,PCBD2
TRBJ2-1,LINC00299,AP000777.1,PDIA2
TRBJ1-6,AC069185.1,MAGEB3,AC093893.1
TRBJ1-5,ZNF470,AC021066.1,MGAT1
TRBJ1-4,NNT,SLC39A12-AS1,C12orf56
TRBJ1-3,AP001269.2,IGFL2-AS1,NME6
AC108199.1,HMGB3,DOLPP1,MFSD4A
AC006357.1,LAIR1,TMPRSS7,GCOM1
FOXR2,AC021205.3,PAPOLG,ESD
PAGE5,RFWD3,MCM4,NARF
XAGE1A,ITGAE,AC004801.4,AP001924.1
AC245177.1,ZDHHC12,EPHX3,AC067838.1
IGLV3-22,KATNA1,AC108925.1,TEX261
IGLVVI-22-1,AC016687.2,LINC01568,DND1
IGLV2-23,PIGA,NRF1,RBM45
IGLV3-24,LINC02723,LINC01894,TMCO1-AS1
IGLV3-25,ARL1,GSX2,AL450384.2
USP17L30,MED4,AL589826.2,FAM8A1
AC094104.2,AC034229.4,OR2A5,LINC01137
OR4C6,DIPK1C,LINC01793,RAPGEFL1
OR4A47,LINC02846,NOTCH2NLC,C5orf15
AC027315.1,AL133465.1,USP46,AC012085.2
AC018761.4,LSM12,AC009404.1,AC006160.1
USP17L29,IRX1,TMEM150B,CYB5RL
USP17L28,TGFB1,IL2RG,MANSC1
LINC02584,OPN1SW,AC099565.1,ABHD15-AS1
TRBV7-4,AL135787.1,HIGD1A,AL590822.1
AC025265.3,NOL3,AC027130.1,CES3
TAS2R40,MRS2,RP1,ELAVL4
AC022098.2,AC127024.3,LHX5-AS1,ALDH8A1
OR6V1,AL109824.1,NTPCR,BOC
TRBJ2-7,AFF4,AC136604.2,ABHD10
TRBJ2-6,FAM234A,UGP2,AC015971.1
TRBJ2-5,AC009560.1,ABRAXAS1,AP001094.2
TRBJ2-4,LRRTM1,HTATSF1,MRPS7
TRBJ2-3,AC005332.6,GRIN1,MORC2
PMCH,ZBTB20-AS2,KIF4A,AL591848.3
AC084879.2,OR2A1-AS1,EIF6,AC025265.1
AC084365.1,RND1,CYTOR,LRRC24
KERA,AL132657.1,AC104383.2,AC092120.3
AC093025.1,OVCH2,AC082651.1,GPR22
AC089998.2,GAS1RR,AC008739.1,ARMC1
SCYGR8,RNF111,LINC01786,WDR83
AC012507.1,RAD54B,OLA1,HAX1
IGLV5-48,ALDH3A2,LINC02410,AC136604.2
IGLVVI-25-1,SEPTIN7-AS1,LINC01135,XPR1
LINC01904,SYCE1L,AC138625.2,EPCAM-DT
NBPF4,SYAP1,DM1-AS,KCNJ14
AC105343.1,ZYG11B,PYY,AC084198.2
LINC01650,MORC2,ARL2,MARCH4
OR8U1,AC005052.2,RHCE,PARD6B
TEX44,IFFO2,AL022328.4,AC105339.6
IL22,GLB1,ACSM6,LINC02506
LINC02420,NAPSA,RPL26,Z83843.1
AC078889.1,AC022296.4,AC007879.3,HERPUD2
AC093281.2,LINC01579,LINC02453,C1orf162
IGLV3-26,AC104521.1,TBC1D13,SEC22C
OR7G1,AC012501.2,CTXN3,AC034228.3
IGLV2-28,CDC42EP2,SLC30A9,LIX1L
IGLV3-29,DTX2,CLPSL1,AC105114.2
IGLV3-30,AC044849.1,SCFD2,ZNF660
IGLV3-31,DCTD,FABP9,AC004702.1
IGLV3-32,LLGL1,THAP11,YPEL3
IGLV2-33,RBPJL,SPACA3,RPP30
IGLV3-21,VSIG4,CCNG1,INIP
AC093726.1,ZNF763,RPA3,UQCRFS1
SCYGR7,LINC02236,CAPN14,NAGLU
SCYGR2,ZBTB46,NECTIN3-AS1,AC026202.2
AC098649.1,AC009145.2,MAP2K6,NEIL1
AC093083.1,THOC2,AC096531.2,AC089998.1
OR7G3,AP001619.1,CAMK1,NT5C3B
AL133343.1,LARS,IGFBP6,ZNF672
AC073359.1,CEP63,AL160191.1,AC008662.1
MRGPRD,DNAJC25,AL035587.3,TMEM246
AC099552.3,DNASE2,AC005772.1,ZNF518B
IGLV1-47,MEIS1-AS2,IFT74-AS1,TBC1D13
IGKV2-23,AC008957.2,CENPU,LINC00871
IGKV1-22,NICN1,KCNK10,NPTN-IT1
LINC02260,TMEM176B,MED11,VAX2
AC019133.1,AC010761.3,RPL21,ADIPOR2
IGKV3-15,AL022341.1,UCKL1,LINC02224
IGKV2-14,AC007639.1,ZNF891,ZNF224
IGKV1-13,MRPL2,ZNF337-AS1,EML3
IGKV1-12,BSDC1,AC090578.3,ANKZF1
IGKV3-11,TICAM1,ZNF618,AC093496.1
AC004147.1,PPM1N,CHD1L,CAPN10-DT
IGKV3-7,AL136169.1,AC100801.1,GTF2A1
IGKV1-6,PPP4R1,AC004233.2,TYMP
IGKV1-5,BCDIN3D,RNGTT,TCF4-AS1
IGKV2-4,AP000704.1,ARNT2,KIAA2013
IGKV7-3,PPM1A,IDI2-AS1,RBM23
IGKJ1,DYNLRB2,SERPINC1,LINC01918
IGKJ2,EMC7,PTDSS2,EFHD2
IGKV1-16,ARMCX3,CNTNAP1,TMED3
AC106730.1,AC015849.1,AC007364.1,CD24
DEFB113,EHMT1,AL353708.1,AL450326.1
IGKV2-10,DTX1,AC135050.3,PRXL2C
TRAJ45,AC004241.1,LINC02822,RTKN
TRAJ46,NEGR1-IT1,CHPF,EPRS
TRAJ47,SCAF4,POLR2H,AC091978.1
TRAJ48,KAZN-AS1,GLB1L2,AC108451.1
TRAJ33,ZFP69B,KCNN1,MFSD14B
TRAJ34,HSDL2,CHST5,TYRO3
TRAJ35,HCN2,KRT83,MYH13
TRAJ36,AC073349.5,AC007250.1,ZFAND2B
TRAJ41,TMPRSS7,SRSF8,ZFAND5
TRAJ42,ZNF420,RIPPLY2,MYO1C
IGKV2-24,FMR1-IT1,OVAAL,DHX32
TRAJ44,C1QA,ELMSAN1,KIF9
AL023693.1,AC002467.1,SULT4A1,TRIQK
PRM3,RMDN1,GARS,FBXL16
TNP2,AC136604.2,AC018445.5,PIGB
AC109495.1,AC092681.3,IRF2BP1,AL117381.1
AC130456.4,HEG1,AC127526.2,ZNF384
AC138969.3,AC073349.4,AC011477.2,RMI1
AC092725.1,FGD6,SARS,AC006064.2
AL589946.1,SLC25A45,PM20D2,RER1
AC127459.1,ZBTB42,IGSF5,AC037459.2
TRAJ43,AC073111.4,MLEC,AFMID
TRAV17,MROH1,LGR6,AC092068.3
TRAV16,DCUN1D5,SAA4,ZNF845
TRAV8-6,MTX1,CLNK,PKDCC
TRAV9-2,SLC29A1,OSTC,ZNF710-AS1
TRAV14DV4,AC087276.1,LINC02591,ERO1A
TRAV8-4,IGHEP2,ARL9,TDRD7
TRAV12-2,AC084866.1,CCZ1B,ZNF704
TRAV9-1,UBE2W,MTUS2-AS1,PTK7
TRAV8-1,LINC02003,C16orf58,LRP5
TRAV7,CYSTM1,AC025682.1,APH1B
DEFB114,GMFB,LINC01949,LIN9
TRAJ58,AC016722.2,NR1D2,AL136171.2
TRAJ59,ZSCAN16-AS1,LCLAT1,AC096667.1
TRAJ60,DNAJC12,CNOT6,XRCC6
TRAJ61,FEM1A,AP001970.1,AL117335.1
TRDJ3,AL512328.1,BIVM,TRIM3
TRDJ2,AC006355.2,AC002401.1,ATP2B3
TRAJ49,RAD51-AS1,HEXA,ZSCAN25
TRAV35,AL713851.1,VIL1,SRD5A1
TRAV34,USP6NL,AC124248.1,PTOV1-AS1
TRDJ4,DHCR24,CMC1,ANAPC5
TRAJ57,ALDH8A1,DNAJC24,AC011346.1
AL359458.1,CBY3,ABCA6,OAF
PGK2,AL132765.2,PAX5,FAM214B
HIST2H3A,AC096733.1,SMC5-AS1,AC009404.1
PPIAL4F,EDRF1-DT,SLC12A5-AS1,LRRC58
GJA8,INTS7,AL355338.1,AC010632.1
AC241644.3,TGFBR3L,AC004835.1,LINC02267
AL161908.2,ITIH4-AS1,AC124242.3,ISG20L2
LCE4A,PPP1R3E,TOMM40L,UBA7
LCE2A,EMC3,ZNF182,AL442128.2
LCE2B,PTPRA,AC005261.2,DZIP1L
TRAV18,FUNDC2,ZNF781,AL731577.1
LCE6A,TMEM161A,AC007681.1,AP003718.1
LCE1A,SERHL2,BX546450.1,GALK2
LCE1B,PTPRQ,AL121762.1,NDOR1
AL589765.2,KCNH7,AL117378.1,NR2F1-AS1
LCE2D,KCTD2,LINC00423,SNX5
LCE3B,AC007292.3,MME-AS1,Z93943.1
AL157371.1,AC107032.3,AL121890.4,AC026979.4
TRAV8-3,DOK4,AL592295.5,LINC00923
TRAV20,CYTH1,GFRA2,AL109811.2
TRAV19,ZNF682,NAA10,AC091826.2
SPRR5,KIAA1191,YEATS2,PSAT1
TRAJ31,AC092687.3,WFDC8,RNF44
TRAJ32,AL139099.1,ADPGK-AS1,PGBD2
TRAJ17,AC012065.3,TRPM8,TYK2
TRAJ18,AL109936.2,CDA,AP001341.1
TRAJ19,AC005695.1,FKBP15,TBCE-1
TRAJ21,TTC5,AL137856.1,INTS6L
TRAJ22,EBAG9,ANAPC7,PMS2
TRAJ23,SEPTIN6,PLG,COL23A1
TRAJ37,BAIAP2,CCDC73,RAB5C
TRAJ38,POFUT2,SFRP4,NPRL2
AL355596.2,SPATA8,PPP1R42,AC079089.1
TRAJ25,AC133552.5,AC093117.1,R3HCC1L
TRAJ27,ZNF799,SLC17A1,AP001033.1
TRAJ28,SCIN,AC026726.2,AC090518.1
LINC02531,AL078459.1,EHBP1L1,KBTBD7
AL136096.1,LINC002481,AC132807.1,IQCJ
IGKV1-37,HARS2,APAF1,PIGN
IGKV2-36,ADGRA1-AS1,GDF9,MSS51
IGKV1-35,PXK,SIPA1,INPP5K
IGKV3-34,COQ5,AL512283.1,CLRN1-AS1
IGKV1OR2-118,DGKH,ATP5MG,NDUFAF1
TRAJ40,DHRS4,PURB,LHFPL3-AS1
SPRR1A,C5orf34,TEDC2,TMEM131L
S100A7A,ARPIN,ZNF283,CERS1
ORM2,AC244453.3,ZNF556,CIART
LINC01613,AC026462.4,ERFE,OPCML-IT1
PRR9,GRM1,AC093799.1,C12orf73
LELP1,BCLAF1,FEZ2,PDHX
SPRR1B,CAPN8,AC069029.1,DBH-AS1
SPRR3,TPGS2,AC022023.2,AAMP
ORM1,PPP1R32,MRPL2,GPRC5C
AL691426.1,ASB16-AS1,AC127070.2,AC211433.1
AL583803.1,AC091132.4,AP001468.1,TOMM34
TRAJ50,AL451165.2,TSHZ1,CPB2
TRAJ51,IRAK2,BCL2L12,NINJ2
TRAJ52,TCHH,TEX45,PTGR1
TRAJ53,AC117500.1,LINC02832,LYPLA2
TRAJ54,PLEKHG5,GPRC5D,BPGM
TRAJ56,SYTL3,SNHG12,KLHL4
TAAR6,HAUS6,MYO1C,SNAI3
TAAR8,GPN3,AC012146.3,IMPACT
TAAR9,MRPL3,TEX43,ERAP2
TRAJ24,AP002748.4,AC007406.3,CCDC9
AL133457.1,MNX1-AS1,AC020931.1,RPL13A
OR5C1,AC021074.3,LINC02292,PYROXD2
AL441989.1,PRAP1,DLG3,NHSL2
OR1L1,AC015853.1,EHMT1,AC027097.1
OR1J4,AC011899.3,PILRB,ARHGAP33
OR1K1,FANCA,AL450345.1,TOMM7
KRTAP10-9,AP000962.1,MIS18A-AS1,RPLP2
KRTAP10-12,CD96,UBN2,TUG1
KRTAP12-3,AC008883.3,DGCR10,SNHG27
KRTAP10-11,C2orf68,CDK9,MYL12B
KRTAP10-10,TIMM23B,AL032821.1,TIMM17A
IGKV2-29,ARL3,PLA2G2E,DHFR
TRAV40,SH3BP5L,AMY1B,PINK1
TRAV39,RPL39,AP001046.1,GRHPR
TRAV38-1,AC104211.4,LINC00605,RNF157
TRAV37,AL512622.1,LINC02059,TMEM201
TRAV36DV7,CES3,AC108075.1,UPF3B
TRAV31,TENT2,AC007132.1,GREB1L
TRAV30,AL441883.1,AL645608.5,PKHD1
TRAV29DV5,AF186192.1,AC068295.1,SYT3
TRAV28,AC079950.1,AL033527.2,TDRKH-AS1
TRAV27,MTFR1,IL37,SAMM50
TRDV2,ZNF331,LINC01488,TRIM5
IGKV2-28,CNTN3,AL050404.1,ANKRD24
IGKV1-27,ZNF143,AC100807.2,KPTN
IGKV2-26,ELAVL2,AC122134.1,OPTN
IGKV3-25,IFT27,DPPA5,KCNK1
IGKV2-40,AC211476.2,MPC1L,GGPS1
IGKV1-39,SPTSSB,AC002401.3,GAS2L1
IGKV2-38,FKBP10,POU4F2,SENP5
IGKV6-21,HAUS5,TMEM239,ZDHHC16
IGKV3-20,SLC38A7,SLC9A9-AS2,BTN3A3
IGKV2-19,PPP4R1-AS1,AC092958.3,TOB1
C1orf68,SLC13A4,LINC02555,ATG4C
IGKV1-17,FAM72C,PDZK1IP1,ZNF571-AS1
IGKV1-32,AC132192.2,AL121584.1,CLYBL
IGKV3-31,AC009108.3,AC253572.2,THOC7
IGKV2-30,AL031985.3,TMEM131L,LINC01791
AL360157.1,U52111.1,PCDHB10,ELP6
PRM1,DOP1B,LINC01580,AC040904.1
PRM2,AC010735.2,AC009118.1,ZNF621
LCE3C,SPEG,AC118754.2,CYB5A
LCE1F,AC068792.1,LHFPL5,RDH11
KPRP,RBM48,AC010359.3,UNC5D
IGKV2-18,ZNF417,TXNRD3,AL353688.1
IGHV3-54,AC068620.2,AL139379.1,LINC01315
IGHVII-53-1,MBD4,SEPTIN9,APMAP
IGHVII-65-1,LEKR1,AC025809.1,GALNS
IGHV3-65,C7orf25,THPO,TFB2M
IGHV3-64,PCP4L1,FLOT2,GAU1
IGHV2-70,AC002428.2,AC117509.1,TMEM127
IGHV1-69D,RDX,AC024559.1,RBP1
IGHV1-69-2,PTPN3,SOD2,DNLZ
IGHV3-69-1,SCN3B,TRIM66,ASAH1
TRDJ1,AP001092.1,PKDREJ,AKR1A1
IGHV3-79,AC107021.1,OPRM1,AC063944.3
IGHVII-78-1,UFM1,AC140168.1,AC211476.6
IGHV5-78,LINC00578,INO80B,SIRT7
IGHVIII-67-3,MYO1C,GLYAT,FBXO41
IGHVIII-67-2,C9orf57,TPRX1,AC093297.2
IGHVII-67-1,AC007749.2,PANK1,ADGRG2
IGHV1-67,ARHGEF10,AC091588.2,AL133243.2
IGHV3-66,DMXL1,WASHC2A,ITPRID2
IGHV3-73,HEATR6,AL133482.1,FBRS
IGHV3-72,MAP3K9,OPA1,ZNF35
IGHV2-70D,CFAP300,AC006252.1,AC021594.2
FRG2B,FER1L6-AS2,AC073569.1,TATDN2
IGHV7-81,ZNF316,ZIC2,TMED4
AC027281.1,AC016405.3,KDM4A,GNL2
AL390038.1,POU5F1,PHF5A,LTBR
AC104457.2,C1orf185,PALLD,OTULIN
AMY1C,RBM45,VSIG1,RBM17
IGKV2OR22-4,MICA,C7,SPRYD7
IGKV1OR22-5,AC104699.1,DGKE,CBX4
POTEH-AS1,GPATCH8,SRD5A3-AS1,AF038458.3
AP000534.1,AC116914.2,AC010132.4,AC108047.1
IGHV4-55,AC069294.1,AC034139.1,CLUAP1
IGKV3OR22-2,AC079447.1,AC005832.1,ATP5ME
IGKV2OR22-3,GRID2IP,RGS8,WDR27
AC020978.4,TRAM1,AL354953.1,FAM204A
C4B-AS1,GOLGA7B,LINC00581,PSTK
OR12D3,PDGFRB,LINC02360,AP3B1
AC093579.1,AC145423.3,COTL1,AL590652.1
AL683887.1,AL162274.2,OR10G3,SPTSSB
IGHVII-60-1,AC093752.3,ING4,PITHD1
IGHV3-57,NCK2,MTBP,DRC3
IGHV7-56,MAMDC2,DUSP6,ODF2L
IGKV1OR22-1,GORAB,SEPTIN3,AC011509.2
IGHVII-44-2,MCEE,DBP,RPAP3
IGHVIV-44-1,RPA2,SPICE1,RAB27A
IGHV3-53,MYO1G,SRSF7,AL596244.1
IGHV3-52,SMIM13,GMNC,GPR137B
IGHVII-51-2,AC139795.3,CDC20B,AL445248.1
AC009412.1,AC012511.2,TCTA,DACT1
IGHV3-48,SLIT2,AC233723.1,AC021683.5
IGHVIII-47-1,PXYLP1,POU5F2,P3H3
IGHV3-47,LIN52,UBE2I,GSDMD
AC074389.1,KLHL25,OR11A1,AC068446.2
IGHV3-71,LINC01402,MS4A13,KIAA1614
IGHV3-63,CLDN9,LINC00603,AC087280.2
IGHVII-62-1,AC011471.2,AP002761.2,PRIM1
IGHV3-62,ICMT,AC092143.2,AC015712.1
IGHV4-61,PCDHB11,LINC02045,LINC01338
AC135012.3,AP5M1,AC010387.2,DIMT1
AC135012.2,C1QTNF9,EME2,NDC1
AC009108.2,Z73495.1,ST6GALNAC6,SDHC
FOXC2-AS1,RELA-DT,AC109460.1,CNOT7
AL031429.1,MMAB,LINC01584,EDEM2
LINC02557,AC100763.1,TRIM23,ZNF570
AC074389.3,STARD7,GJC3,SEPTIN7-AS1
IGHV1-69,SNAP47,FAM3D,PRTG
IGHV1-68,CEP295NL,FANCI,PRDM10
IGHVIII-67-4,TPM3,AC103740.1,PSMA7
AL138918.1,AP005230.1,NISCH,DCAF13
AL606970.5,WDR93,AL159156.1,AL008633.1
AL353615.1,LRRC42,VASH1-AS1,MIR2052HG
NBPF6,HGC6.3,GYPC,FLYWCH2
LINC02571,ALG3,CTU1,HECA
LINC01628,CUL3,C12orf66,HOMER3
BMP10,AC093418.1,GCHFR,AL606760.2
IGHV1-45,LGALS8,NKIRAS1,TMTC3
AC107072.1,P2RX5,CDADC1,ZNF746
AC007179.2,H6PD,ABCE1,AL358334.4
LINC02562,PAXIP1,AC069155.1,AC015795.1
IGHVII-49-1,LINC02148,LNPK,LIMD1-AS1
IGHV3-49,AL035587.1,AC008609.1,TTF1
IGHV3-60,SPTY2D1OS,EPCAM,SPATA24
IGHV4-59,CEP295,BEAN1-AS1,C4orf3
IGHV1-58,TMPRSS11F,NID1,AL591623.1
IGHVII-46-1,NUP153,AL390243.1,AP001318.2
IGHV1-46,ZNF709,AL121999.1,SLC35F3
CXCL9,FN3K,PPP2R5E,C4orf19
TRAV2,SMARCA4,TMEM35B,KATNA1
TRAV1-2,E2F6,ATRIP,ZCCHC9
TRAV1-1,AC068385.1,AC093840.2,FPGT
TRAV8-2,AC006296.1,AL121872.1,HSPG2
TRAV12-1,AL049869.3,AL592182.1,TFE3
TRAV10,LINC02263,GATA2,TRUB2
TRAV3,ST6GALNAC4,AC009533.4,AL139289.2
OR4K5,KLHDC9,AC121764.2,AC020909.2
AL356019.1,AC092418.2,AC005522.1,LGALSL-DT
OR11H6,AC116003.1,S100P,AC008892.1
AL731557.1,AC138028.4,MRPS26,SMIM19
TRAV12-3,CCDC25,FAM204A,PPAT
TRAV15,CHCHD5,GNA11,TADA2B
TRAV8-7,AC092338.2,AC016866.2,SWAP70
TRDV1,OBI1,LINC2194,TTI2
TRAV23DV6,DNAJC8,CD46,PCDHGC5
TRAV22,MRGPRF,ABCA9,PIGT
TRAV21,ZSCAN32,AC026787.1,FAM76A
TRAV26-2,FILIP1,CWH43,N4BP2L2-IT2
TRAV13-1,AL023803.3,ADAM20,DVL3
AC023824.1,NAGPA-AS1,TRAF1,AC044781.1
EDDM3B,ORC3,OTULINL,AC004034.1
TRDD3,Z99496.2,AC010457.1,KIAA1324L
TRDD2,SUSD4,AC116049.2,YARS2
TRDD1,AC098679.5,AL592078.2,RND2
AC018558.3,FAM118B,UBA52,RRP8
AC138869.2,AL009177.1,ARMCX2,AC145285.3
AC135776.2,FAM178B,SCRT2,COA5
LINC02184,THRAP3,VPS11,POLR1B
FP325313.3,TTC34,CELF2-AS1,COPS8
IGHV3OR16-7,MIR31HG,PNKD,ZBTB20-AS1
IGHV3OR16-11,AC012313.6,HIGD1C,CD55
AC104831.1,AL021937.4,ACADSB,TIMM29
TP53TG3,TECTB,BOLA3,MAPKAPK5-AS1
AC136428.1,SLAMF9,MNAT1,CYB5R1
AC141257.1,RHOT1,FZD9,PRKCD
AC141257.2,GPR63,RPL37A,PDGFA
AC138869.3,MRPL27,VSX2,VPS52
LINC00919,MIS18BP1,PTPN18,AL008725.1
AC026462.2,GLB1L3,EIF3G,AC008751.3
AL583854.1,GPR173,FGD5-AS1,AL357497.1
FANK1-AS1,AC100786.1,CCDC65,DIPK1B
AL359094.2,EXO5,ARF4,TSPAN10
AC140658.2,RGS19,LINC02808,PDHA1
IGHV3-75,SAXO1,OR52N5,MAP7D1
IGHVII-74-1,GRTP1,MYOM2,TAF1C
IGHV3-74,AC005165.3,IFT122,RABL3
AL929601.2,DMTN,SCYL1,AC126283.1
AL929601.1,VIPR1,AC105446.1,CD40
CR383656.12,ZNF701,LINC02012,MZT2A
LINC02850,ZNF782,TLR10,AL355297.4
AC012506.3,TRAPPC6A,TRMT10B,TRIM68
AC010745.1,ENPP6,AC017028.2,OSCP1
AC021035.1,CIRBP-AS1,EP400,LINC01416
AC026470.3,APOBEC3C,AP000708.1,AC005838.2
AL512310.2,MTMR12,PTMA,P4HB
AL512310.10,AC112496.1,PARP1,AL031595.3
AL512624.2,KLF3-AS1,AC035140.1,AL450267.2
OR4L1,MUS81,DIAPH2-AS1,AC110751.1
OR4K15,NCOA1,JAK1,SNAPC5
OR11H12,AC009318.4,AC132938.6,DUSP8
IGHVIII-82,HEATR5A,PSMB3,A2ML1-AS1
OR1N1,AC027277.1,CCDC38,AC021016.2
OR1J1,ZC3HC1,DYNC2H1,CYTH2
AC068058.1,AC106865.2,SLK,ZNF517
AL161731.1,ERCC3,AC009961.4,ESYT3
AC092138.1,AC016738.2,LIPC,AC012101.2
AC007336.2,RBM6,SMIM25,GAB3
AP001476.2,AL133227.1,AC011290.1,ANGPTL1
HAO2-IT1,IGFALS,SUCO,BRD3
TSHB,KLHL3,AC005332.3,FAM227A
AL358215.2,AL121929.3,ZNF793-AS1,FAM131A
AL359091.3,FBXL19,GPR65,AF287957.1
AL353579.1,AC103923.1,AL133243.3,MKKS
AC007343.1,PSG2,C7orf31,AC006305.1
AC133644.2,FLII,ALG13-AS1,BICC1
IGHV3-76,AP2S1,MR1,ADAM32
IGKJ4,AC083964.1,TRIP4,SELENOF
IGKJ5,VSTM2A-OT1,BORA,GBE1
IGKV1-8,AL133390.1,LINC02044,AGBL5
REG3A,AHSG,LINC01985,LDLRAP1
REG1B,MCF2L-AS1,CHRDL2,LINC00609
AC069404.1,AC006041.1,SMYD5,ERVK3-1
UGT2A2,AC021660.4,CDKL3,VN1R1
CSN2,Z95331.1,GRIA1,RBM41
IGHV4-80,CHGB,NARS,SLC30A7
IGHVIII-76-1,MRPL1,GJA9,AC009878.1
IGKJ3,ZNF45,MRPL24,DNASE1L2
OR2T4,BARHL2,SEPSECS-AS1,ADNP-AS1
AL450003.1,LINC02419,AC025262.4,IRAK2
AC090164.4,AC010976.1,PDCD11,TCTA
AC022523.3,STARD7-AS1,AC005034.6,AC097634.3
AC090696.1,CASD1,SLC39A1,CLPTM1L
AC104002.2,AC092944.1,MTHFD1L,AC022182.1
AL627230.3,AC046130.2,AL627443.1,MCU
AC104463.1,SUGCT,KRT19,ALDH4A1
AP000696.3,ATG5,TDRD7,AL442071.1
AP001065.4,AC105345.1,SCARB1,RAD21
AL662789.1,UBOX5,PLS1,PSMD14
HLA-DQB1-AS1,TTBK1,AL158212.2,POU5F2
ANKRD63,CYBA,MYO1H,AC073389.2
KRTAP20-4,TMSB15A,SPIB,ST6GALNAC3
AL109924.4,P3H3,AC011511.2,MED21
AC087463.1,CCDC184,AC055839.2,ADD3-AS1
AC012060.1,TUT1,OR8J1,CHAC2
AC124312.3,SCGB1B2P,AC091488.1,AP001439.1
AC060814.4,CBWD6,AL355053.1,AC021134.1
AC139426.2,BX004987.1,PROSER2,ARHGEF3-AS1
AF015262.1,AC091826.2,UBXN11,DNAJC8
AC073964.1,SH2D7,APBA3,AP003352.1
AL023754.2,USP40,AC011816.2,RMND5A
LINC02852,ZNF710,THRB-AS1,AC012467.2
AL357518.1,GTF2E2,AC007128.2,HAPLN1
AL022724.2,LNPK,CCDC97,PXMP2
AC078883.2,LINC00622,MAPK12,DDX59-AS1
EVX2,FLT3LG,DACT3,SLC25A24
NKX1-1,UGT2B4,AL358394.1,NCOA4
AC012414.4,AC100835.2,PSMA7,LINC00276
OR4F4,AL358334.1,MIR194-2HG,FAIM2
OR2T3,AP000462.3,IKBKE,AC121761.1
AC009558.1,PUSL1,CLHC1,CYP1B1-AS1
AC091117.1,AL121917.1,TXK,NOL11
AP000855.1,AC004982.1,SLC9A6,ZNF865
OR14K1,CFLAR,CD300A,GIMAP5
OR2G3,SRCIN1,AL137847.2,ZNF578
CXCR1,PRPSAP1,AC011524.1,SPDYE5
AL732437.1,C9orf92,AC127894.1,AC007563.4
CALML5,LINC02641,ATP4B,FBXO44
LINC02561,ERVE-1,AC020905.1,NAA10
IFNA8,AC104187.1,CRISP2,DDX49
AC108747.1,GET3,AL359853.1,AMH
AL355303.2,RNF165,AC012462.3,ATP13A2
LINC02677,ZKSCAN7,LINC00102,LINC02610
LINC02678,FLNC,AL035665.1,AL596087.3
AL732437.3,SOGA3,AOC2,CMTM4
AL590068.1,CHRNA10,AC024022.1,AL135786.2
AL355300.1,AC009318.3,ZNF720,YIPF2
AL590378.1,AC108471.3,LAMC1,CCNDBP1
AL159990.1,PHAX,FRRS1,ACSF2
AL159990.2,DZIP1,GRM5,SNHG21
AC122108.1,OSTN-AS1,DCXR,TDRD9
BX322234.2,LZTR1,AL132857.1,FIGNL1
AL358972.1,FO704657.1,SLC28A2,N6AMT1
GPR31,AL499604.1,LGALS9,TAZ
AC020891.1,AL117329.1,AC100839.1,THAP6
AC092078.1,RTN4,HPYR1,MDFIC
LINC01941,OSBPL2,AL513220.1,WASF3
IGHD3OR15-3A,GEN1,C1QTNF3,AC068189.1
AC068134.2,AL353807.2,AC093833.1,ZBED3-AS1
AC068134.1,AL133279.1,AL391069.2,YTHDF3
SCYGR6,AL354950.1,PTBP1,ZNF382
SCYGR3,TWIST1,COP1,ERCC8
AC009852.1,EP400,SASS6,SIRT6
AL109924.1,PHACTR1,AC024560.5,MRPS14
AL035696.1,TMEM260,CBWD3,AL139815.1
AC078851.1,SERTAD4-AS1,PLA2G10,KTN1-AS1
AC079163.1,LST1,AKAIN1,MRPL37
AC092442.1,AC010260.1,KLF8,MIR4422HG
